Project_ID,Country,Year,Technology,Installed_Capacity_MW,Capacity_Factor_Percent,Annual_Generation_MWh,Capital_Cost_USD_per_kW,Estimated_Project_Cost_Million_USD,Lifecycle_Emissions_kgCO2e_per_MWh,Estimated_CO2_Avoided_tons_per_year,Estimated_Jobs,Grid_Connected,Storage_Included,Project_Status
RE-00207,Canada,2017,Biomass,1319.24,63.92,7386941.9,4213.11,5558.1,71.21,3057483.77,2914,Yes,No,Operational
RE-00208,Germany,2023,Offshore Wind,849.12,44.51,3310783.41,5848.48,4966.06,12.36,2433047.68,2738,No,No,Operational
RE-00209,Germany,2018,Biogas,255.8,78.64,1762171.41,3001.99,767.91,42.12,1259599.22,208,Yes,Yes,Operational
RE-00210,Japan,2013,Hydroelectric,102.22,47.93,429187.84,2627.38,268.57,24.55,132764.4,385,Yes,Yes,Operational
RE-00211,United Kingdom,2019,Solar PV,1077.38,21.08,1989498.53,840.66,905.71,24.17,1491890.47,2197,Yes,No,Operational
RE-00212,Mexico,2025,Biomass,1394.52,86.27,10538739.06,2649.74,3695.12,65.19,5018812.25,2647,Yes,No,Operational
RE-00213,China,2021,Offshore Wind,101.67,35.89,319646.82,5218.8,530.6,13.76,184669.46,75,Yes,No,Operational
RE-00214,United Kingdom,2024,Biogas,553.15,68.8,3333768.67,2312.48,1279.15,28.94,1448319.76,728,Yes,Yes,Operational
RE-00215,Argentina,2020,Onshore Wind,582.84,32.94,1681810.46,1794.08,1045.66,17.03,739044.66,1465,Yes,No,Planned
RE-00216,Canada,2015,Biogas,644.22,74.44,4200922.54,3968.11,2556.34,54.79,1245122.89,1561,Yes,No,Operational
RE-00217,United States,2022,Solar PV,1304.17,24.06,2748741.73,1251.2,1631.78,50.18,1845031.04,4601,Yes,Yes,Planned
RE-00218,Norway,2022,Solar PV,630.91,17.01,940103.85,1005.12,634.14,48.15,331085.56,464,Yes,No,Operational
RE-00219,Canada,2014,Onshore Wind,1458.13,41.29,5274062.04,1893.68,2761.23,11.0,2107317.79,790,Yes,Yes,Construction
RE-00220,Australia,2026,Geothermal,1135.0,81.79,8132052.54,4046.97,4593.31,32.45,3353022.81,2585,Yes,No,Planned
RE-00221,Mexico,2026,Hydroelectric,119.04,43.46,453196.71,2378.26,283.11,14.92,178440.09,122,Yes,No,Operational
RE-00222,Canada,2026,Biomass,605.51,57.65,3057910.27,2509.37,1519.45,118.81,1083967.43,674,Yes,No,Operational
RE-00223,Poland,2016,Solar CSP,1240.32,23.05,2504429.34,3785.18,4694.83,35.69,1713325.74,2146,Yes,Yes,Operational
RE-00224,India,2018,Hydroelectric,432.8,55.33,2097741.78,2012.47,871.0,30.74,1400798.75,311,Yes,Yes,Planned
RE-00225,France,2013,Geothermal,822.86,80.66,5814177.35,5223.0,4297.8,34.56,2909009.8,3259,Yes,Yes,Operational
RE-00226,South Korea,2011,Solar CSP,998.16,35.07,3066479.28,3289.95,3283.9,27.56,1328676.44,2273,Yes,Yes,Operational
RE-00227,South Africa,2014,Biomass,548.21,59.95,2878990.6,4154.68,2277.64,86.18,912332.58,1588,Yes,Yes,Operational
RE-00228,United States,2011,Biomass,1143.61,87.58,8773785.07,1921.18,2197.08,98.59,2508697.87,2895,Yes,No,Operational
RE-00229,Chile,2020,Onshore Wind,1486.88,30.93,4028653.78,1346.34,2001.85,8.61,2125629.77,3787,Yes,No,Planned
RE-00230,Chile,2013,Biomass,834.26,64.81,4736391.02,2690.42,2244.51,114.22,2798960.58,3260,Yes,No,Operational
RE-00231,China,2011,Onshore Wind,355.82,37.14,1157647.56,1187.59,422.57,19.11,361095.56,395,Yes,No,Construction
RE-00232,Canada,2011,Biomass,1038.08,75.84,6896571.68,3844.84,3991.25,105.4,4201221.0,2605,Yes,No,Planned
RE-00233,Sweden,2019,Solar PV,996.85,20.99,1832932.02,1380.51,1376.16,59.91,605224.37,1125,Yes,No,Operational
RE-00234,France,2018,Hydroelectric,874.88,50.48,3868761.35,3903.47,3415.07,26.33,2208186.85,2838,Yes,No,Operational
RE-00235,Brazil,2011,Biomass,410.46,72.4,2603235.83,4157.07,1706.31,92.72,768485.73,1039,Yes,No,Operational
RE-00236,Poland,2026,Solar CSP,508.55,29.82,1328450.58,5092.33,2589.7,36.7,677346.17,877,Yes,Yes,Operational
RE-00237,South Korea,2016,Solar CSP,1416.27,31.11,3859669.99,3204.52,4538.47,18.17,1617791.34,4725,Yes,No,Operational
RE-00238,Norway,2025,Offshore Wind,1438.68,44.25,5576755.28,2988.49,4299.48,23.7,3858184.12,3279,Yes,Yes,Planned
RE-00239,Poland,2018,Geothermal,51.78,87.08,394988.61,5811.89,300.94,48.17,153492.21,30,No,No,Construction
RE-00240,Spain,2024,Biogas,630.23,54.18,2991177.46,1832.21,1154.71,40.13,1999064.84,582,Yes,No,Operational
RE-00241,United States,2012,Onshore Wind,845.41,33.47,2478718.45,1914.01,1618.12,18.86,806814.34,3118,Yes,No,Construction
RE-00242,Norway,2020,Biogas,1036.05,50.58,4590538.63,3899.42,4039.99,63.06,2941309.22,1821,Yes,No,Operational
RE-00243,Norway,2017,Solar PV,510.24,18.0,804546.43,1174.79,599.42,35.01,591314.22,521,Yes,No,Operational
RE-00244,Norway,2011,Onshore Wind,1425.05,31.56,3939773.03,2000.6,2850.96,7.33,1501818.77,2948,Yes,No,Construction
RE-00245,Canada,2022,Solar PV,775.35,23.66,1607002.82,1056.46,819.13,21.65,482062.16,2138,Yes,No,Construction
RE-00246,Japan,2018,Biogas,818.26,71.7,5139425.6,3272.14,2677.46,80.83,1599105.39,3055,Yes,No,Operational
RE-00247,South Korea,2013,Geothermal,6.84,81.13,48611.8,3470.57,23.74,21.64,23117.1,12,Yes,No,Operational
RE-00248,Argentina,2023,Biomass,1370.06,57.93,6952599.64,2898.51,3971.13,115.11,5042945.93,2576,Yes,No,Construction
RE-00249,Australia,2010,Offshore Wind,217.09,49.13,934309.34,3660.44,794.64,19.32,397652.77,779,Yes,No,Operational
RE-00250,Spain,2012,Biomass,297.03,83.41,2170313.85,4022.28,1194.74,111.68,1494778.69,1144,Yes,No,Operational
RE-00251,Japan,2017,Solar CSP,841.0,27.54,2028915.86,3365.66,2830.52,22.24,590848.69,1839,Yes,No,Operational
RE-00252,Spain,2014,Biogas,314.71,78.8,2172405.36,2076.12,653.38,71.58,1368599.1,777,Yes,Yes,Planned
RE-00253,Germany,2022,Onshore Wind,1198.33,40.29,4229390.7,2200.25,2636.63,19.91,1945864.11,3990,Yes,No,Operational
RE-00254,Poland,2016,Geothermal,159.81,75.64,1058911.29,5394.65,862.12,30.86,473377.87,205,Yes,No,Planned
RE-00255,United Kingdom,2011,Hydroelectric,862.66,46.35,3502623.89,3765.7,3248.52,17.87,1573807.41,1810,Yes,No,Planned
RE-00256,India,2021,Hydroelectric,512.73,58.02,2605976.89,4531.68,2323.53,8.76,1410722.74,731,Yes,Yes,Construction
RE-00257,Brazil,2014,Solar CSP,767.2,40.87,2746738.65,3643.92,2795.62,41.27,2042124.08,2723,Yes,Yes,Operational
RE-00258,South Korea,2025,Solar CSP,1033.44,31.72,2871590.79,3663.59,3786.1,39.37,1736678.39,2156,Yes,Yes,Operational
RE-00259,United Kingdom,2020,Hydroelectric,1458.02,38.65,4936476.63,2598.95,3789.32,8.32,3358195.1,1771,No,Yes,Operational
RE-00260,Italy,2018,Hydroelectric,1211.36,42.43,4502465.22,3113.09,3771.07,9.21,2793363.71,3906,Yes,No,Planned
RE-00261,Canada,2010,Biogas,448.84,69.43,2729875.4,2401.83,1078.04,42.68,1310391.36,472,Yes,No,Operational
RE-00262,Japan,2015,Hydroelectric,263.29,56.77,1309354.86,2953.81,777.71,28.27,462380.93,282,Yes,Yes,Operational
RE-00263,Italy,2022,Solar PV,1256.24,15.29,1682612.88,1493.87,1876.66,51.9,1152324.22,3661,Yes,No,Planned
RE-00264,Mexico,2020,Geothermal,474.33,71.81,2983799.43,5790.26,2746.49,32.81,1753496.08,1626,No,Yes,Planned
RE-00265,Italy,2025,Solar CSP,74.26,36.59,238024.39,3564.18,264.68,34.46,120684.1,99,Yes,Yes,Construction
RE-00266,Germany,2013,Solar CSP,325.73,35.22,1004965.65,4560.55,1485.51,31.18,721041.66,582,Yes,Yes,Construction
RE-00267,United Kingdom,2026,Solar CSP,1270.05,32.75,3643646.44,4380.3,5563.2,25.6,2148813.56,4030,Yes,Yes,Operational
RE-00268,Mexico,2020,Biogas,367.9,61.51,1982346.74,3354.47,1234.11,36.95,659876.59,206,Yes,No,Operational
RE-00269,Sweden,2010,Offshore Wind,838.45,41.5,3048101.13,5007.89,4198.87,15.39,2169200.31,1204,Yes,No,Retired
RE-00270,India,2025,Geothermal,698.35,75.5,4618747.23,5287.56,3692.57,44.45,1667261.61,1413,Yes,No,Construction
RE-00271,Italy,2020,Onshore Wind,975.09,31.22,2666746.34,1583.22,1543.78,7.59,1715972.78,1910,Yes,Yes,Operational
RE-00272,Chile,2025,Offshore Wind,97.25,52.65,448530.61,4192.94,407.76,14.46,208862.38,324,Yes,No,Planned
RE-00273,Italy,2021,Offshore Wind,648.09,52.2,2963534.1,4494.22,2912.66,15.05,1519230.81,1000,Yes,Yes,Operational
RE-00274,Poland,2021,Solar PV,1396.14,14.58,1783161.18,1259.31,1758.17,38.31,463854.72,1812,Yes,Yes,Operational
RE-00275,Spain,2016,Solar CSP,794.03,20.02,1392531.7,2985.61,2370.66,17.81,730851.74,1258,Yes,Yes,Planned
RE-00276,Mexico,2016,Hydroelectric,191.16,35.13,588273.49,4940.08,944.35,23.15,326577.07,755,Yes,No,Operational
RE-00277,Sweden,2020,Biomass,630.71,67.67,3738780.76,4314.36,2721.11,47.68,2798606.41,1113,No,Yes,Planned
RE-00278,Poland,2016,Geothermal,1056.89,73.73,6826186.17,4226.87,4467.34,41.94,3263761.07,1012,Yes,No,Operational
RE-00279,Argentina,2022,Onshore Wind,1499.09,25.17,3305331.55,1309.36,1962.85,15.76,925477.69,3782,Yes,No,Construction
RE-00280,Poland,2018,Geothermal,312.25,84.08,2299848.65,5551.25,1733.38,41.67,1117486.69,486,Yes,Yes,Operational
RE-00281,Italy,2026,Solar CSP,334.5,37.93,1111432.45,3005.93,1005.48,23.51,510301.61,524,No,No,Operational
RE-00282,China,2011,Biomass,222.77,85.14,1661477.47,3198.27,712.48,63.59,545816.53,98,Yes,No,Planned
RE-00283,Brazil,2026,Geothermal,152.04,84.8,1129426.1,3177.17,483.06,36.72,463321.58,215,Yes,No,Construction
RE-00284,Mexico,2014,Hydroelectric,1395.96,47.7,5833046.78,4422.49,6173.62,24.27,3528996.05,4157,Yes,No,Operational
RE-00285,Chile,2011,Geothermal,909.77,71.66,5711004.75,3116.92,2835.68,17.43,2995101.0,889,Yes,No,Operational
RE-00286,Italy,2025,Hydroelectric,844.95,46.55,3445520.21,3896.36,3292.23,10.51,2548381.24,636,Yes,No,Operational
RE-00287,Argentina,2022,Onshore Wind,127.64,42.81,478669.91,1866.98,238.3,8.44,138695.94,396,Yes,No,Construction
RE-00288,Argentina,2018,Onshore Wind,1063.71,46.81,4361802.42,1219.03,1296.69,11.24,1602247.63,1931,Yes,No,Operational
RE-00289,Germany,2015,Solar CSP,212.79,25.87,482227.25,5079.04,1080.77,33.07,211695.03,690,Yes,Yes,Retired
RE-00290,India,2012,Solar PV,927.06,14.08,1143443.22,865.88,802.72,45.42,502954.55,3455,Yes,No,Construction
RE-00291,Japan,2026,Solar CSP,692.01,34.14,2069569.39,5255.99,3637.2,22.46,1434788.91,519,Yes,No,Operational
RE-00292,Norway,2017,Geothermal,228.34,75.39,1507994.81,3225.62,736.54,38.91,710190.97,292,Yes,No,Operational
RE-00293,Italy,2016,Biogas,273.73,75.61,1813033.14,2676.3,732.58,26.06,1327152.68,913,Yes,No,Operational
RE-00294,Norway,2010,Geothermal,913.6,76.68,6136804.68,3043.42,2780.47,19.56,3557242.39,2933,Yes,Yes,Operational
RE-00295,Mexico,2017,Offshore Wind,820.67,56.14,4035943.45,6036.85,4954.26,23.57,2724791.31,3178,Yes,Yes,Operational
RE-00296,Argentina,2020,Offshore Wind,255.74,56.92,1275168.74,3523.05,900.98,24.31,803891.14,692,Yes,Yes,Construction
RE-00297,Spain,2013,Offshore Wind,1406.62,41.94,5167843.11,3744.19,5266.65,20.09,2988172.77,2847,Yes,No,Operational
RE-00298,Argentina,2026,Geothermal,244.11,78.31,1674583.86,3458.75,844.32,33.17,578082.68,267,Yes,Yes,Construction
RE-00299,Poland,2026,Geothermal,640.77,92.53,5193843.25,2573.6,1649.09,16.72,3171799.25,2011,Yes,No,Operational
RE-00300,United Kingdom,2010,Biomass,260.36,87.87,2004098.19,1971.89,513.4,105.3,1141829.37,793,Yes,No,Operational
RE-00301,South Korea,2010,Onshore Wind,898.19,33.14,2607503.05,1260.92,1132.55,9.42,1084394.43,586,Yes,Yes,Retired
RE-00302,South Africa,2012,Solar PV,214.71,25.44,478490.68,1240.72,266.39,47.63,142635.92,231,Yes,No,Retired
RE-00303,Sweden,2021,Geothermal,1066.43,94.61,8838396.95,4776.44,5093.74,16.61,6041069.07,1826,Yes,No,Operational
RE-00304,Spain,2023,Solar PV,261.49,14.92,341765.34,772.49,202.0,49.08,233096.69,239,Yes,Yes,Operational
RE-00305,Poland,2019,Solar CSP,1050.18,34.25,3150855.05,3664.16,3848.03,31.65,935960.4,1003,Yes,No,Planned
RE-00306,Norway,2022,Biogas,1392.43,64.58,7877266.14,1608.68,2239.97,29.07,2400546.94,1034,Yes,No,Planned
RE-00307,Japan,2020,Biogas,220.51,76.18,1471544.38,2451.52,540.58,25.84,574335.4,350,Yes,No,Construction
RE-00308,Mexico,2013,Onshore Wind,1211.94,40.58,4308214.01,1353.29,1640.11,15.43,2118589.32,2401,Yes,No,Operational
RE-00309,Australia,2012,Hydroelectric,199.69,63.39,1108871.38,2711.57,541.47,15.01,455790.83,725,Yes,Yes,Operational
RE-00310,Poland,2024,Hydroelectric,518.96,58.07,2639914.23,4614.15,2394.56,18.65,1942130.81,1240,Yes,No,Operational
RE-00311,Argentina,2023,Onshore Wind,153.05,32.1,430370.48,1834.91,280.83,7.56,124660.45,444,Yes,Yes,Operational
RE-00312,Brazil,2018,Solar PV,1145.35,29.22,2931720.33,826.16,946.24,58.39,1604768.74,3103,Yes,No,Planned
RE-00313,Mexico,2018,Solar CSP,800.5,27.12,1901757.46,2815.77,2254.02,34.94,507398.37,1114,Yes,No,Construction
RE-00314,France,2012,Solar PV,136.17,20.93,249663.34,1017.47,138.55,48.82,134696.69,295,Yes,No,Construction
RE-00315,Canada,2018,Biogas,719.35,50.93,3209357.01,3862.02,2778.14,45.75,1213039.2,2875,Yes,Yes,Operational
RE-00316,Poland,2018,Geothermal,108.28,93.33,885265.66,5760.24,623.72,36.84,494261.05,157,Yes,No,Operational
RE-00317,Chile,2011,Solar PV,467.52,14.2,581557.48,1090.63,509.89,48.31,378404.6,1204,Yes,No,Operational
RE-00318,Chile,2019,Biomass,1416.27,64.07,7948860.7,1870.74,2649.47,55.63,3444589.35,2357,Yes,No,Operational
RE-00319,Japan,2018,Biogas,510.87,78.76,3524684.22,1978.24,1010.62,31.73,1767620.77,1440,Yes,No,Operational
RE-00320,United States,2025,Biomass,175.03,56.28,862920.3,2688.15,470.51,77.12,369466.87,423,Yes,No,Construction
RE-00321,United Kingdom,2015,Biomass,519.98,74.31,3384838.93,3410.37,1773.32,61.75,1405246.15,1507,Yes,No,Planned
RE-00322,United States,2018,Geothermal,1282.89,74.08,8325196.63,4127.54,5295.18,31.97,2123463.52,4740,Yes,No,Operational
RE-00323,Italy,2024,Solar CSP,1383.66,32.25,3908977.87,3108.03,4300.46,35.56,2050216.02,5258,Yes,Yes,Construction
RE-00324,South Africa,2014,Offshore Wind,43.49,52.03,198219.94,6229.64,270.93,9.27,60473.93,125,Yes,Yes,Planned
RE-00325,India,2018,Offshore Wind,1360.89,55.19,6579418.67,5806.28,7901.71,16.77,2472909.52,3023,Yes,Yes,Operational
RE-00326,Canada,2019,Solar PV,449.97,17.71,698081.66,1258.03,566.08,51.47,194521.49,1557,Yes,Yes,Construction
RE-00327,India,2016,Solar PV,232.13,22.46,456714.85,777.72,180.53,55.14,325247.14,779,Yes,No,Operational
RE-00328,Canada,2022,Hydroelectric,843.35,41.51,3066653.36,2831.48,2387.93,4.22,1680893.13,1138,Yes,Yes,Operational
RE-00329,Japan,2024,Solar PV,505.67,24.87,1101658.73,1380.89,698.27,33.12,727998.53,1461,Yes,Yes,Retired
RE-00330,China,2020,Hydroelectric,1406.41,61.58,7586749.36,1865.42,2623.55,28.55,3608052.18,4560,Yes,Yes,Construction
RE-00331,China,2023,Solar PV,929.95,18.82,1533145.33,979.33,910.73,58.67,719974.38,1868,Yes,No,Operational
RE-00332,Japan,2023,Hydroelectric,1363.67,62.62,7480428.15,3605.75,4917.05,17.71,4507855.83,4660,Yes,No,Construction
RE-00333,Italy,2021,Solar CSP,1119.45,24.59,2411389.33,3995.12,4472.34,32.65,605834.96,3897,Yes,No,Construction
RE-00334,China,2022,Hydroelectric,588.67,59.9,3088892.77,3124.89,1839.53,21.69,773215.2,1602,Yes,No,Operational
RE-00335,France,2023,Offshore Wind,1022.38,41.4,3707804.2,6348.57,6490.65,20.02,2758493.1,3983,Yes,No,Operational
RE-00336,Italy,2011,Biogas,1148.3,68.23,6863329.39,3683.77,4230.07,32.13,3023091.89,2550,Yes,Yes,Operational
RE-00337,Argentina,2024,Offshore Wind,727.09,36.12,2300594.19,2861.02,2080.22,16.05,764232.92,2136,Yes,No,Operational
RE-00338,United Kingdom,2013,Biomass,1333.3,72.96,8521514.96,4191.9,5589.06,54.15,3536532.43,2793,Yes,No,Operational
RE-00339,Australia,2024,Solar CSP,1295.66,32.17,3651289.08,3532.11,4576.41,30.58,1446764.34,4245,No,No,Operational
RE-00340,India,2018,Offshore Wind,756.4,55.8,3697343.71,3482.45,2634.13,24.55,2425809.74,2646,Yes,No,Operational
RE-00341,France,2022,Solar CSP,211.53,26.76,495863.55,3837.2,811.68,24.67,219919.73,709,Yes,Yes,Construction
RE-00342,China,2020,Onshore Wind,603.15,41.62,2199031.82,2289.68,1381.02,17.41,979060.11,1292,Yes,Yes,Planned
RE-00343,United Kingdom,2015,Solar PV,1209.18,15.39,1630172.95,739.96,894.74,59.91,1116225.98,4326,Yes,Yes,Operational
RE-00344,Italy,2010,Biogas,330.85,82.74,2398008.74,1609.61,532.54,34.31,895027.81,369,Yes,No,Operational
RE-00345,Argentina,2020,Hydroelectric,1335.5,51.09,5977008.88,4022.5,5372.05,15.33,1971631.34,2075,Yes,Yes,Operational
RE-00346,Japan,2012,Biogas,1003.0,69.62,6117008.14,3724.39,3735.56,68.71,3495043.53,1086,Yes,No,Operational
RE-00347,Norway,2017,Biomass,883.94,57.04,4416786.53,4019.74,3553.21,53.41,2880950.61,2054,Yes,No,Operational
RE-00348,Canada,2017,Onshore Wind,1134.06,33.05,3283307.83,1606.13,1821.45,10.21,2231300.67,1667,Yes,Yes,Operational
RE-00349,Australia,2015,Biomass,125.32,60.23,661206.87,2926.04,366.69,109.75,184242.24,146,Yes,No,Operational
RE-00350,France,2014,Biogas,317.62,54.5,1516381.4,2512.0,797.86,62.43,651992.96,825,Yes,Yes,Planned
RE-00351,South Africa,2024,Biomass,483.73,73.86,3129798.89,2551.04,1234.01,39.53,1937122.02,491,Yes,Yes,Operational
RE-00352,United Kingdom,2020,Offshore Wind,1428.48,49.15,6150377.78,4211.22,6015.64,8.66,3383548.17,1045,Yes,No,Operational
RE-00353,South Africa,2015,Onshore Wind,72.03,25.57,161342.3,1659.03,119.5,18.48,60024.4,177,Yes,Yes,Operational
RE-00354,Sweden,2014,Geothermal,659.11,88.35,5101155.48,5496.87,3623.04,45.33,3806092.51,2053,Yes,No,Construction
RE-00355,India,2023,Offshore Wind,1402.09,45.93,5641264.25,5161.66,7237.11,16.75,3810778.33,2738,Yes,No,Operational
RE-00356,India,2019,Biomass,1135.62,85.9,8545358.8,4248.64,4824.84,83.75,4610875.59,1138,No,Yes,Construction
RE-00357,Mexico,2023,Biogas,662.38,57.39,3330025.37,2053.5,1360.2,80.67,1682922.37,479,Yes,No,Operational
RE-00358,Chile,2019,Geothermal,128.2,82.79,929758.19,3912.8,501.62,45.05,448423.58,209,Yes,Yes,Planned
RE-00359,Japan,2012,Solar CSP,1482.28,27.19,3530559.72,2765.17,4098.76,22.46,985757.66,4808,Yes,No,Construction
RE-00360,Australia,2021,Hydroelectric,1441.93,53.82,6798169.32,4417.01,6369.02,28.57,3369524.63,4233,Yes,No,Planned
RE-00361,Italy,2011,Geothermal,1254.34,93.32,10254018.77,3059.52,3837.68,35.99,7320642.52,4837,Yes,No,Operational
RE-00362,United Kingdom,2021,Solar CSP,35.91,23.38,73546.84,4186.99,150.35,34.59,42249.42,114,Yes,Yes,Operational
RE-00363,Norway,2013,Onshore Wind,469.27,29.1,1196244.31,1126.19,528.49,9.05,697469.98,1251,Yes,No,Operational
RE-00364,Poland,2024,Biogas,93.33,65.08,532075.08,2536.62,236.74,52.81,207462.97,267,Yes,No,Construction
RE-00365,Norway,2019,Solar PV,47.6,25.57,106620.76,1190.48,56.67,30.83,44132.57,179,Yes,No,Operational
RE-00366,Spain,2019,Hydroelectric,436.17,45.39,1734283.45,3993.9,1742.02,5.24,1122972.3,618,Yes,No,Construction
RE-00367,Italy,2020,Solar PV,1438.69,22.13,2789027.17,1359.09,1955.31,48.22,1026735.14,2042,Yes,No,Operational
RE-00368,Norway,2017,Offshore Wind,330.62,53.5,1549483.69,4418.88,1460.97,20.01,450467.82,691,Yes,No,Operational
RE-00369,Japan,2026,Solar CSP,486.86,32.4,1381825.53,3272.16,1593.08,33.6,668141.9,844,Yes,Yes,Retired
RE-00370,France,2020,Solar CSP,3.89,40.96,13957.69,2559.94,9.96,27.56,8496.59,14,Yes,No,Retired
RE-00371,Spain,2010,Solar CSP,1480.35,38.69,5017267.36,5286.79,7826.3,22.64,1611691.96,4127,Yes,No,Construction
RE-00372,United Kingdom,2022,Hydroelectric,600.7,34.67,1824381.16,2415.4,1450.93,8.44,1195235.42,1764,Yes,No,Construction
RE-00373,Argentina,2023,Solar PV,1321.97,22.75,2634554.01,1437.9,1900.86,40.45,1283726.08,4647,Yes,Yes,Operational
RE-00374,Italy,2025,Offshore Wind,991.03,44.9,3897958.84,3606.0,3573.65,22.74,1648838.28,3689,Yes,No,Operational
RE-00375,Norway,2024,Geothermal,209.14,92.75,1699241.59,4219.43,882.45,38.44,858258.29,110,Yes,Yes,Construction
RE-00376,Spain,2016,Offshore Wind,140.73,36.68,452189.13,3486.93,490.72,11.25,250580.78,146,Yes,Yes,Operational
RE-00377,United States,2024,Biomass,443.7,69.04,2683455.0,4389.37,1947.56,115.27,1630087.4,287,No,No,Operational
RE-00378,Germany,2010,Hydroelectric,473.99,34.54,1434153.44,4023.35,1907.03,12.49,605833.6,343,Yes,Yes,Operational
RE-00379,Australia,2012,Solar PV,1430.82,16.32,2045546.06,1169.7,1673.63,27.88,589487.31,1614,Yes,No,Construction
RE-00380,Canada,2016,Solar PV,662.09,23.3,1351378.66,910.8,603.03,34.88,386382.72,789,Yes,No,Retired
RE-00381,Japan,2026,Biogas,635.21,52.82,2939137.0,2376.58,1509.63,40.45,755544.22,471,Yes,Yes,Construction
RE-00382,Germany,2014,Offshore Wind,1277.95,40.54,4538388.95,4792.06,6124.01,11.13,2258530.66,1212,Yes,No,Operational
RE-00383,South Africa,2012,Biogas,1394.72,51.51,6293361.58,2956.36,4123.29,60.64,2361926.53,2831,Yes,Yes,Operational
RE-00384,United Kingdom,2017,Solar PV,1353.65,26.74,3170822.25,1552.2,2101.14,46.08,1843708.7,2880,Yes,No,Operational
RE-00385,United States,2020,Biomass,819.66,59.09,4242792.94,2860.36,2344.52,61.63,2857168.42,1445,Yes,No,Operational
RE-00386,Australia,2021,Biomass,721.36,63.57,4017060.52,2452.02,1768.79,57.53,1740841.73,2151,No,No,Operational
RE-00387,Spain,2017,Offshore Wind,1242.46,54.54,5936106.11,3884.24,4826.01,24.21,2656749.89,4075,Yes,Yes,Operational
RE-00388,Mexico,2013,Biogas,1183.92,59.85,6207126.81,3268.52,3869.67,84.16,2113557.25,2147,Yes,No,Operational
RE-00389,United Kingdom,2010,Solar PV,610.49,24.39,1304350.96,1216.59,742.72,26.25,620018.95,1056,Yes,Yes,Operational
RE-00390,Australia,2024,Onshore Wind,809.37,39.19,2778602.82,1195.22,967.38,9.32,834902.35,2552,Yes,Yes,Operational
RE-00391,France,2015,Solar CSP,887.03,33.68,2617064.93,4560.26,4045.09,42.16,1040335.83,2458,Yes,No,Operational
RE-00392,India,2026,Hydroelectric,1092.08,62.04,5935131.54,3459.46,3778.01,13.97,3940157.76,3467,Yes,No,Operational
RE-00393,France,2020,Biomass,1297.91,65.49,7446011.03,3105.58,4030.76,115.84,4833249.85,4663,No,Yes,Operational
RE-00394,Spain,2023,Offshore Wind,1197.85,55.9,5865679.79,5505.22,6594.43,18.66,2720001.33,2679,Yes,Yes,Operational
RE-00395,Italy,2024,Solar PV,1064.2,26.73,2491875.38,1051.44,1118.94,41.16,664687.29,1892,Yes,Yes,Construction
RE-00396,France,2023,Offshore Wind,624.1,40.75,2227849.77,4789.97,2989.42,15.45,1084945.54,1554,Yes,No,Operational
RE-00397,United States,2017,Geothermal,311.85,83.09,2269857.61,3264.87,1018.15,49.4,1017304.6,841,Yes,No,Operational
RE-00398,Spain,2020,Solar CSP,1443.06,35.55,4493948.59,5487.01,7918.08,23.85,2896469.58,3463,Yes,No,Construction
RE-00399,Sweden,2025,Geothermal,1088.9,73.18,6980467.5,4857.81,5289.67,34.37,4951936.64,3598,Yes,Yes,Operational
RE-00400,Canada,2014,Solar PV,1085.79,22.84,2172431.26,1452.3,1576.89,31.19,1107006.65,893,Yes,Yes,Operational
RE-00401,Sweden,2013,Geothermal,1209.54,72.65,7697681.9,4534.82,5485.05,44.85,4815212.4,1311,Yes,Yes,Construction
